生产企业,疫苗名称,供应价,省市,申报企业,原产,年份
北京民海生物科技有限公司,b型流感嗜血杆菌结合疫苗,70.0,四川省,北京民海生物科技有限公司,国产,2017
北京民海生物科技有限公司,麻疹风疹联合减毒活疫苗,41.0,四川省,北京民海生物科技有限公司,国产,2017
北京民海生物科技有限公司,吸附无细胞百白破灭活脊髓灰质炎和b型流感嗜血杆菌（结合）联合疫苗,275.0,四川省,北京民海生物科技有限公司,国产,2017
北京民海生物科技有限公司,b型流感嗜血杆菌结合疫苗,80.0,四川省,北京民海生物科技有限公司,国产,2017
大连汉信生物制药有限公司,重组乙型肝炎疫苗,46.0,四川省,大连汉信生物制药有限公司,国产,2017
大连汉信生物制药有限公司,重组乙型肝炎疫苗,68.4,四川省,大连汉信生物制药有限公司,国产,2017
厦门万泰沧海生物技术有限公司,重组戊型肝炎疫苗,160.0,四川省,厦门万泰沧海生物技术有限公司,国产,2017
大连汉信生物制药有限公司,重组乙型肝炎疫苗,70.0,四川省,大连汉信生物制药有限公司,国产,2017
大连汉信生物制药有限公司,重组乙型肝炎疫苗,84.0,四川省,大连汉信生物制药有限公司,国产,2017
成都康华生物制品有限公司,ACYW135群脑膜炎球菌多糖疫苗,48.0,四川省,成都康华生物制品有限公司,国产,2017
成都康华生物制品有限公司,人用狂犬病疫苗,255.0,四川省,成都康华生物制品有限公司,国产,2017
华北制药金坦生物技术股份有限公司,重组乙型肝炎疫苗,49.0,四川省,华北制药金坦生物技术股份有限公司,国产,2017
华北制药金坦生物技术股份有限公司,重组乙型肝炎疫苗,80.0,四川省,华北制药金坦生物技术股份有限公司,国产,2017
华北制药金坦生物技术股份有限公司,重组乙型肝炎疫苗,88.0,四川省,华北制药金坦生物技术股份有限公司,国产,2017
科兴（大连）疫苗技术有限公司,腮腺炎减毒活疫苗,44.0,四川省,科兴(大连)疫苗技术有限公司,国产,2017
北京智飞绿竹生物制药有限公司,AC群脑膜炎球菌（结合）b型流感嗜血杆菌（结合）联合疫苗,210.0,四川省,北京智飞绿竹生物制药有限公司,国产,2017
北京智飞绿竹生物制药有限公司,b型流感嗜血杆菌结合疫苗,68.0,四川省,北京智飞绿竹生物制药有限公司,国产,2017
浙江普康生物技术股份有限公司,冻干甲型肝炎减毒活疫苗,59.0,四川省,浙江普康生物技术股份有限公司,国产,2017
中国医学科学院医学生物学研究所,冻干甲型肝炎减毒活疫苗,58.0,四川省,中国医学科学院医学生物学研究所,国产,2017
中国医学科学院医学生物学研究所,肠道病毒71型灭活疫苗,168.0,四川省,中国医学科学院医学生物学研究所,国产,2017
玉溪沃森生物技术有限公司,b型流感嗜血杆菌结合疫苗,104.0,四川省,玉溪沃森生物技术有限公司,国产,2017
玉溪沃森生物技术有限公司,A群C群脑膜炎球菌多糖结合疫苗,83.0,四川省,玉溪沃森生物技术有限公司,国产,2017
玉溪沃森生物技术有限公司,ACYW135群脑膜炎球菌多糖疫苗,64.0,四川省,玉溪沃森生物技术有限公司,国产,2017
玉溪沃森生物技术有限公司,b型流感嗜血杆菌结合疫苗,81.0,四川省,玉溪沃森生物技术有限公司,国产,2017
长春百克生物科技股份公司,水痘减毒活疫苗,149.8,四川省,长春百克生物科技股份公司,国产,2017
长春百克生物科技股份公司,水痘减毒活疫苗,136.0,四川省,长春百克生物科技股份公司,国产,2017
吉林迈丰生物药业有限公司,人用狂犬病疫苗,49.0,四川省,吉林迈丰生物药业有限公司,国产,2017
长春祈健生物制品有限公司,水痘减毒活疫苗,136.0,四川省,长春祈健生物制品有限公司,国产,2017
浙江卫信生物药业有限公司,腮腺炎减毒活疫苗,44.0,四川省,浙江卫信生物药业有限公司,国产,2017
宁波荣安生物药业有限公司,人用狂犬病疫苗,44.0,四川省,宁波荣安生物药业有限公司,国产,2017
广州诺诚生物制品股份有限公司,人用狂犬病疫苗,53.0,四川省,广州诺诚生物制品股份有限公司,国产,2017
武汉生物制品研究所有限责任公司,伤寒vi多糖疫苗,60.0,四川省,武汉生物制品研究所有限责任公司,国产,2017
武汉生物制品研究所有限责任公司,乙型脑炎减毒活疫苗,37.0,四川省,武汉生物制品研究所有限责任公司,国产,2017
兰州生物制品研究所有限责任公司,口服轮状病毒活疫苗,172.0,四川省,兰州生物制品研究所有限责任公司,国产,2017
兰州生物制品研究所有限责任公司,b型流感嗜血杆菌结合疫苗,62.0,四川省,兰州生物制品研究所有限责任公司,国产,2017
上海葛兰素史克生物制品有限公司,重组乙型肝炎疫苗,88.0,四川省,上海葛兰素史克生物制品有限公司,进口,2017
上海葛兰素史克生物制品有限公司,重组乙型肝炎疫苗,78.0,四川省,上海葛兰素史克生物制品有限公司,进口,2017
上海葛兰素史克生物制品有限公司,重组乙型肝炎疫苗,70.0,四川省,上海葛兰素史克生物制品有限公司,进口,2017
上海生物制品研究所有限责任公司,水痘减毒活疫苗,136.0,四川省,上海生物制品研究所有限责任公司,国产,2017
上海生物制品研究所有限责任公司,麻腮风联合减毒活疫苗,76.0,四川省,上海生物制品研究所有限责任公司,国产,2017
上海生物制品研究所有限责任公司,流行性感冒病毒裂解疫苗,47.0,四川省,上海生物制品研究所有限责任公司,国产,2017
上海生物制品研究所有限责任公司,流行性感冒病毒裂解疫苗,47.5,四川省,上海生物制品研究所有限责任公司,国产,2017
上海生物制品研究所有限责任公司,流行性感冒病毒裂解疫苗,28.0,四川省,上海生物制品研究所有限责任公司,国产,2017
上海生物制品研究所有限责任公司,流行性感冒病毒裂解疫苗,27.2,四川省,上海生物制品研究所有限责任公司,国产,2017
长春长生生物科技有限责任公司,冻干甲型肝炎减毒活疫苗,60.0,四川省,长春生物制品研究所有限责任公司,国产,2017
长春长生生物科技有限责任公司,流行性感冒病毒裂解疫苗,44.0,四川省,长春生物制品研究所有限责任公司,国产,2017
长春长生生物科技有限责任公司,流行性感冒病毒裂解疫苗,45.0,四川省,长春生物制品研究所有限责任公司,国产,2017
长春长生生物科技有限责任公司,流行性感冒病毒裂解疫苗,27.0,四川省,长春生物制品研究所有限责任公司,国产,2017
河南远大生物制药有限公司,人用狂犬病疫苗,50.4,四川省,河南远大生物制药有限公司,国产,2017
SANOFI.PASTEUR.S.A,流行性感冒病毒裂解疫苗,29.0,四川省,深圳赛诺菲巴斯德生物制品有限公司,国产,2017
SANOFI.PASTEUR.S.A,流行性感冒病毒裂解疫苗,58.0,四川省,深圳赛诺菲巴斯德生物制品有限公司,国产,2017
SANOFI.PASTEUR.S.A,b型流感嗜血杆菌结合疫苗,100.8,四川省,深圳赛诺菲巴斯德生物制品有限公司,进口,2017
江苏康淮生物科技有限公司,甲型肝炎灭活疫苗,80.0,四川省,江苏康淮生物科技有限公司,国产,2017
江苏康淮生物科技有限公司,甲型肝炎灭活疫苗,100.0,四川省,江苏康淮生物科技有限公司,国产,2017
江苏康淮生物科技有限公司,甲型肝炎灭活疫苗,90.0,四川省,江苏康淮生物科技有限公司,国产,2017
江苏康淮生物科技有限公司,甲型肝炎灭活疫苗,110.0,四川省,江苏康淮生物科技有限公司,国产,2017
上海生物制品研究所有限责任公司,麻疹腮腺炎联合减毒活疫苗,58.0,四川省,上海生物制品研究所有限责任公司,国产,2017
罗益（无锡）生物制药有限公司,A群C群脑膜炎球菌多糖结合疫苗,115.0,四川省,罗益（无锡）生物制药有限公司,国产,2017
中国医学科学院医学生物学研究所,肠道病毒71型灭活疫苗,188.0,四川省,中国医学科学院医学生物学研究所,国产,2017
华兰生物疫苗有限公司,重组乙型肝炎疫苗,41.0,四川省,华兰生物疫苗有限公司,国产,2017
北京天坛生物制品股份有限公司,麻腮风联合减毒活疫苗,76.0,四川省,北京天坛生物制品股份有限公司,国产,2017
北京天坛生物制品股份有限公司,重组乙型肝炎疫苗,36.0,四川省,北京天坛生物制品股份有限公司,国产,2017
大连雅立峰生物制药有限公司,流行性感冒病毒裂解疫苗,48.0,四川省,大连雅立峰生物制药有限公司,国产,2017
大连雅立峰生物制药有限公司,流行性感冒病毒裂解疫苗,44.0,四川省,大连雅立峰生物制药有限公司,国产,2017
大连雅立峰生物制药有限公司,流行性感冒病毒裂解疫苗,26.0,四川省,大连雅立峰生物制药有限公司,国产,2017
大连雅立峰生物制药有限公司,流行性感冒病毒裂解疫苗,23.0,四川省,大连雅立峰生物制药有限公司,国产,2017
SANOFI.PASTEUR.S.A,吸附无细胞百白破灭活脊髓灰质炎和b型流感嗜血杆菌（结合）联合疫苗,599.0,四川省,深圳赛诺菲巴斯德生物制品有限公司,进口,2017
华北制药金坦生物技术股份有限公司,重组乙型肝炎疫苗,70.0,四川省,华北制药金坦生物技术股份有限公司,国产,2017
武汉生物制品研究所有限责任公司,肠道病毒71型灭活疫苗,168.0,四川省,武汉生物制品研究所有限责任公司,国产,2017
科园信海（北京）医疗用品贸易有限公司,13价肺炎球菌多糖疫苗,698.0,四川省,科园信海（北京）医疗用品贸易有限公司,进口,2017
科园信海（北京）医疗用品贸易有限公司,双价人乳头瘤病毒吸附疫苗,580.0,四川省,科园信海（北京）医疗用品贸易有限公司,进口,2017
成都欧林生物科技股份有限公司,吸附破伤风疫苗,158.0,四川省,成都欧林生物科技股份有限公司,国产,2017
上海荣盛生物药业有限公司,水痘减毒活疫苗,135.5,四川省,上海荣盛生物药业有限公司,国产,2017
中逸安科生物技术股份有限公司,流感病毒亚单位疫苗,168.0,四川省,中逸安科生物技术股份有限公司,国产,2017
长春卫尔赛生物药业有限公司,人用狂犬病疫苗,58.0,四川省,长春卫尔赛生物药业有限公司,国产,2017
华北制药金坦生物技术股份有限公司,重组乙型肝炎疫苗,85.0,四川省,华北制药金坦生物技术股份有限公司,国产,2017
大连雅立峰生物制药有限公司,人用狂犬病疫苗,48.0,四川省,大连雅立峰生物制药有限公司,国产,2017
玉溪沃森生物技术有限公司,23价肺炎球菌多糖疫苗,200.0,四川省,玉溪沃森生物技术有限公司,国产,2017
杭州诚丰生物医药有限公司,流行性感冒病毒裂解疫苗,128.0,四川省,杭州诚丰生物医药有限公司,进口,2017
北京智飞绿竹生物制药有限公司,A群C群脑膜炎球菌多糖结合疫苗,77.0,天津市,北京智飞绿竹生物制药有限公司,国产,2018
罗益（无锡）生物制药有限公司,A群C群脑膜炎球菌多糖结合疫苗,114.0,天津市,罗益(无锡)生物制药有限公司,国产,2018
玉溪沃森生物技术有限公司,A群C群脑膜炎球菌多糖结合疫苗,83.0,天津市,玉溪沃森生物技术有限公司,国产,2018
华兰生物疫苗有限公司,ACYW135群脑膜炎球菌多糖疫苗,59.0,天津市,华兰生物疫苗有限公司,国产,2018
成都生物制品研究所有限责任公司,23价肺炎球菌多糖疫苗,180.0,天津市,成都生物制品研究所有限责任公司,国产,2018
重庆智飞生物制品股份有限公司,23价肺炎球菌多糖疫苗,203.0,天津市,重庆智飞生物制品股份有限公司 （生产厂：Merck Sharp & Dohme Corp. ）,国产,2018
玉溪沃森生物技术有限公司,23价肺炎球菌多糖疫苗,198.0,天津市,玉溪沃森生物技术有限公司,国产,2018
玉溪沃森生物技术有限公司,b型流感嗜血杆菌结合疫苗,104.0,天津市,玉溪沃森生物技术有限公司,国产,2018
北京民海生物科技有限公司,b型流感嗜血杆菌结合疫苗,70.0,天津市,北京民海生物科技有限公司,国产,2018
北京民海生物科技有限公司,b型流感嗜血杆菌结合疫苗,83.0,天津市,北京民海生物科技有限公司,国产,2018
兰州生物制品研究所有限责任公司,b型流感嗜血杆菌结合疫苗,62.0,天津市,兰州生物制品研究所有限责任公司,国产,2018
SANOFI.PASTEUR.S.A,b型流感嗜血杆菌结合疫苗,105.0,天津市,深圳赛诺菲巴斯德生物制品有限公司 （分包装：深圳赛诺菲巴斯德生物制品有限公司）,国产,2018
上海联合赛尔生物工程有限公司,重组B亚单位/菌体霍乱疫苗,85.0,天津市,上海联合赛尔生物工程有限公司,国产,2018
华兰生物疫苗有限公司,重组乙型肝炎疫苗,35.0,天津市,华兰生物疫苗有限公司,国产,2018
大连汉信生物制药有限公司,重组乙型肝炎疫苗,46.0,天津市,大连汉信生物制药有限公司,国产,2018
华兰生物疫苗有限公司,重组乙型肝炎疫苗,49.0,天津市,华兰生物疫苗有限公司,国产,2018
上海葛兰素史克生物制品有限公司,重组乙型肝炎疫苗,70.0,天津市,上海葛兰素史克生物制品有限公司（分包装：上海葛兰素史克生物制品有限公司）,国产,2018
上海葛兰素史克生物制品有限公司,重组乙型肝炎疫苗,80.0,天津市,上海葛兰素史克生物制品有限公司（分包装：上海葛兰素史克生物制品有限公司）,国产,2018
深圳康泰生物制品股份有限公司,重组乙型肝炎疫苗,45.0,天津市,深圳康泰生物制品股份有限公司,国产,2018
北京北生研生物制品有限公司,重组乙型肝炎疫苗,36.0,天津市,北京北生研生物制品有限公司,国产,2018
上海葛兰素史克生物制品有限公司,重组乙型肝炎疫苗,89.0,天津市,上海葛兰素史克生物制品有限公司（分包装：上海葛兰素史克生物制品有限公司）,国产,2018
